Address,Has voted,Has published,Published at,Created at,Updated at,Projects in ballot,Votes
BFRXGiFlz5,True,True,2023-11-13 09:31:01,2023-11-08 17:57:59,2023-11-30 08:40:44,6.0,"[{'amount': '715449', 'projectId': 'proj405'}, {'amount': '433365', 'projectId': 'proj344'}, {'amount': '263281', 'projectId': 'proj1'}, {'amount': '123892', 'projectId': 'proj378'}, {'amount': '786322', 'projectId': 'proj146'}, {'amount': '388932', 'projectId': 'proj177'}, {'amount': '196760', 'projectId': 'proj111'}, {'amount': '505887', 'projectId': 'proj41'}, {'amount': '928757', 'projectId': 'proj490'}, {'amount': '222727', 'projectId': 'proj289'}, {'amount': '997186', 'projectId': 'proj181'}, {'amount': '601415', 'projectId': 'proj92'}, {'amount': '973118', 'projectId': 'proj303'}, {'amount': '910018', 'projectId': 'proj120'}, {'amount': '665290', 'projectId': 'proj141'}, {'amount': '726547', 'projectId': 'proj47'}, {'amount': '925278', 'projectId': 'proj119'}]"
OkKLt4NwTy,True,True,2023-09-19 02:07:20,2023-09-02 19:38:48,2023-10-07 18:40:26,12.0,"[{'amount': '920809', 'projectId': 'proj454'}, {'amount': '783138', 'projectId': 'proj271'}, {'amount': '779248', 'projectId': 'proj475'}, {'amount': '726600', 'projectId': 'proj310'}, {'amount': '947155', 'projectId': 'proj273'}, {'amount': '118102', 'projectId': 'proj121'}]"
vu6wA8ymTl,False,False,,2023-11-18 15:19:13,2023-11-26 22:14:43,,[]
JlfuTJkqw4,False,True,2023-10-15 14:06:41,2023-10-12 10:39:32,2023-10-27 06:35:08,270.0,"[{'amount': '649982', 'projectId': 'proj183'}, {'amount': '762001', 'projectId': 'proj306'}]"
eH1XPMkmu7,True,False,,2023-11-13 17:00:39,2023-11-27 08:36:56,,[]
GreKV8LTSZ,True,False,,2023-11-12 17:12:58,2023-11-21 12:26:58,,[]
AYQaVoS18l,True,True,2023-10-14 21:09:20,2023-10-03 00:57:21,2023-10-26 18:52:21,91.0,"[{'amount': '643928', 'projectId': 'proj86'}, {'amount': '898336', 'projectId': 'proj425'}, {'amount': '79381', 'projectId': 'proj390'}, {'amount': '714821', 'projectId': 'proj418'}, {'amount': '584342', 'projectId': 'proj141'}, {'amount': '499646', 'projectId': 'proj248'}, {'amount': '237692', 'projectId': 'proj19'}, {'amount': '591746', 'projectId': 'proj341'}, {'amount': '646134', 'projectId': 'proj130'}, {'amount': '517289', 'projectId': 'proj492'}, {'amount': '818166', 'projectId': 'proj97'}, {'amount': '503558', 'projectId': 'proj339'}, {'amount': '489462', 'projectId': 'proj45'}, {'amount': '628383', 'projectId': 'proj291'}, {'amount': '798948', 'projectId': 'proj391'}, {'amount': '504498', 'projectId': 'proj133'}, {'amount': '302138', 'projectId': 'proj289'}]"
68bLDduSAL,True,True,2023-11-03 18:26:29,2023-10-07 15:20:11,2023-11-05 18:07:22,172.0,"[{'amount': '450161', 'projectId': 'proj167'}, {'amount': '78235', 'projectId': 'proj432'}, {'amount': '35282', 'projectId': 'proj391'}, {'amount': '777483', 'projectId': 'proj337'}, {'amount': '579512', 'projectId': 'proj171'}, {'amount': '909825', 'projectId': 'proj482'}, {'amount': '599379', 'projectId': 'proj193'}, {'amount': '725887', 'projectId': 'proj483'}, {'amount': '26836', 'projectId': 'proj127'}, {'amount': '613035', 'projectId': 'proj444'}]"
j2vkvFk9SG,False,False,,2023-11-25 16:52:21,2023-11-27 06:29:41,,[]
mPyfmAtslp,False,False,,2023-11-29 16:58:18,2023-11-30 22:10:45,,[]
eIaSfcxcqK,False,True,2023-10-21 14:36:09,2023-09-13 21:59:00,2023-11-26 00:30:17,183.0,"[{'amount': '703240', 'projectId': 'proj80'}, {'amount': '388686', 'projectId': 'proj114'}, {'amount': '759022', 'projectId': 'proj219'}, {'amount': '449088', 'projectId': 'proj366'}, {'amount': '700078', 'projectId': 'proj211'}, {'amount': '502831', 'projectId': 'proj242'}, {'amount': '53307', 'projectId': 'proj311'}, {'amount': '315781', 'projectId': 'proj365'}, {'amount': '940363', 'projectId': 'proj170'}, {'amount': '232615', 'projectId': 'proj118'}, {'amount': '190964', 'projectId': 'proj319'}, {'amount': '413108', 'projectId': 'proj363'}]"
RNpfsf741O,True,False,,2023-11-18 19:28:27,2023-11-25 18:10:29,,[]
sSe6s1n1GA,True,False,,2023-11-03 13:09:51,2023-11-04 08:20:17,,[]
Nqhp7KkVpb,True,False,,2023-11-15 02:02:08,2023-11-26 22:57:55,,[]
HpyZWgV0o8,False,True,2023-10-31 21:49:03,2023-10-07 16:27:29,2023-11-08 02:39:19,325.0,"[{'amount': '433733', 'projectId': 'proj279'}, {'amount': '988031', 'projectId': 'proj327'}, {'amount': '386522', 'projectId': 'proj324'}, {'amount': '737083', 'projectId': 'proj469'}, {'amount': '248762', 'projectId': 'proj131'}, {'amount': '804609', 'projectId': 'proj47'}, {'amount': '829524', 'projectId': 'proj64'}, {'amount': '439386', 'projectId': 'proj425'}, {'amount': '363852', 'projectId': 'proj289'}, {'amount': '758301', 'projectId': 'proj443'}, {'amount': '253608', 'projectId': 'proj0'}, {'amount': '645120', 'projectId': 'proj51'}, {'amount': '805764', 'projectId': 'proj209'}, {'amount': '146607', 'projectId': 'proj318'}, {'amount': '257830', 'projectId': 'proj34'}, {'amount': '184380', 'projectId': 'proj65'}, {'amount': '692779', 'projectId': 'proj317'}, {'amount': '769648', 'projectId': 'proj246'}, {'amount': '70748', 'projectId': 'proj183'}]"
SRZ28jgDly,True,False,,2023-11-21 15:16:12,2023-11-23 11:27:09,,[]
grIi3U8k3k,False,True,2023-09-13 19:18:08,2023-09-13 19:17:47,2023-09-14 18:47:39,381.0,"[{'amount': '686776', 'projectId': 'proj112'}, {'amount': '257441', 'projectId': 'proj396'}, {'amount': '194185', 'projectId': 'proj409'}, {'amount': '615398', 'projectId': 'proj76'}, {'amount': '127690', 'projectId': 'proj331'}, {'amount': '989767', 'projectId': 'proj325'}, {'amount': '73966', 'projectId': 'proj46'}, {'amount': '674358', 'projectId': 'proj184'}, {'amount': '526244', 'projectId': 'proj194'}, {'amount': '986229', 'projectId': 'proj79'}, {'amount': '901725', 'projectId': 'proj65'}, {'amount': '634194', 'projectId': 'proj212'}, {'amount': '394056', 'projectId': 'proj224'}, {'amount': '417307', 'projectId': 'proj485'}, {'amount': '932194', 'projectId': 'proj465'}, {'amount': '565034', 'projectId': 'proj404'}]"
kL91au7nEt,False,True,2023-11-20 12:04:09,2023-11-07 19:07:28,2023-11-20 18:07:19,348.0,"[{'amount': '966466', 'projectId': 'proj453'}]"
aCt0TWYgd4,True,False,,2023-09-11 00:12:04,2023-10-13 13:32:42,,[]
Pu064TmfXs,False,False,,2023-10-22 05:53:54,2023-11-13 06:17:18,,[]
VCjvo3DT4N,False,False,,2023-09-18 08:37:11,2023-09-28 02:48:11,,[]
g8zB5s9vpR,False,True,2023-11-28 13:03:04,2023-11-21 23:30:26,2023-11-29 11:01:57,289.0,"[{'amount': '390735', 'projectId': 'proj103'}, {'amount': '243782', 'projectId': 'proj3'}, {'amount': '35311', 'projectId': 'proj329'}, {'amount': '830712', 'projectId': 'proj50'}, {'amount': '898425', 'projectId': 'proj237'}, {'amount': '780493', 'projectId': 'proj54'}, {'amount': '429323', 'projectId': 'proj445'}, {'amount': '885295', 'projectId': 'proj276'}, {'amount': '791202', 'projectId': 'proj170'}, {'amount': '139875', 'projectId': 'proj409'}, {'amount': '665199', 'projectId': 'proj327'}]"
wHQT8UKnY5,False,False,,2023-10-01 03:29:01,2023-11-19 18:50:33,,[]
cbsGZ2YZQg,True,True,2023-11-03 06:38:58,2023-11-02 11:20:24,2023-11-05 09:05:47,204.0,"[{'amount': '306698', 'projectId': 'proj427'}, {'amount': '656055', 'projectId': 'proj282'}, {'amount': '366773', 'projectId': 'proj76'}, {'amount': '977003', 'projectId': 'proj83'}, {'amount': '528050', 'projectId': 'proj414'}, {'amount': '269674', 'projectId': 'proj292'}]"
N31VQRCRWr,True,True,2023-11-23 06:57:08,2023-11-21 23:25:15,2023-11-26 11:10:03,146.0,"[{'amount': '302776', 'projectId': 'proj393'}, {'amount': '220729', 'projectId': 'proj128'}, {'amount': '371199', 'projectId': 'proj391'}]"
NrgSw4MVtB,True,False,,2023-09-24 09:11:55,2023-10-28 11:39:16,,[]
5v8sCxx08C,True,True,2023-09-29 22:26:13,2023-09-19 02:32:10,2023-10-05 07:53:38,67.0,"[{'amount': '968661', 'projectId': 'proj390'}, {'amount': '387348', 'projectId': 'proj467'}, {'amount': '491449', 'projectId': 'proj413'}, {'amount': '415560', 'projectId': 'proj227'}, {'amount': '596369', 'projectId': 'proj325'}, {'amount': '43216', 'projectId': 'proj277'}, {'amount': '262086', 'projectId': 'proj239'}, {'amount': '882913', 'projectId': 'proj488'}, {'amount': '537705', 'projectId': 'proj176'}, {'amount': '830168', 'projectId': 'proj344'}, {'amount': '332552', 'projectId': 'proj483'}, {'amount': '402070', 'projectId': 'proj353'}, {'amount': '86698', 'projectId': 'proj143'}, {'amount': '780091', 'projectId': 'proj490'}, {'amount': '335588', 'projectId': 'proj7'}, {'amount': '446844', 'projectId': 'proj345'}, {'amount': '954502', 'projectId': 'proj145'}]"
v1IhORxmzS,True,False,,2023-11-20 16:33:05,2023-11-24 02:07:16,,[]
xBqCwLnHzF,True,True,2023-09-24 06:26:08,2023-09-20 00:02:20,2023-10-20 10:44:43,444.0,"[{'amount': '721927', 'projectId': 'proj151'}, {'amount': '767877', 'projectId': 'proj117'}, {'amount': '451685', 'projectId': 'proj385'}, {'amount': '564583', 'projectId': 'proj3'}, {'amount': '905241', 'projectId': 'proj373'}, {'amount': '561660', 'projectId': 'proj153'}, {'amount': '969645', 'projectId': 'proj465'}, {'amount': '190874', 'projectId': 'proj142'}, {'amount': '199951', 'projectId': 'proj488'}, {'amount': '570520', 'projectId': 'proj248'}]"
9haLbJUkik,True,True,2023-10-19 00:58:13,2023-09-04 07:43:07,2023-11-12 12:35:01,174.0,"[{'amount': '796029', 'projectId': 'proj209'}, {'amount': '77633', 'projectId': 'proj366'}, {'amount': '648088', 'projectId': 'proj124'}, {'amount': '285447', 'projectId': 'proj76'}, {'amount': '199956', 'projectId': 'proj383'}, {'amount': '53711', 'projectId': 'proj435'}, {'amount': '678317', 'projectId': 'proj372'}, {'amount': '674661', 'projectId': 'proj10'}]"
yoV5d43kCy,True,True,2023-10-02 11:29:44,2023-10-01 10:12:08,2023-10-09 21:57:44,66.0,"[{'amount': '15831', 'projectId': 'proj119'}, {'amount': '899797', 'projectId': 'proj420'}, {'amount': '583068', 'projectId': 'proj412'}, {'amount': '346981', 'projectId': 'proj99'}, {'amount': '668033', 'projectId': 'proj326'}, {'amount': '672011', 'projectId': 'proj390'}, {'amount': '905028', 'projectId': 'proj108'}, {'amount': '929214', 'projectId': 'proj173'}, {'amount': '411862', 'projectId': 'proj6'}, {'amount': '980516', 'projectId': 'proj320'}, {'amount': '966340', 'projectId': 'proj22'}, {'amount': '235773', 'projectId': 'proj364'}, {'amount': '479560', 'projectId': 'proj111'}, {'amount': '255909', 'projectId': 'proj480'}, {'amount': '554890', 'projectId': 'proj246'}, {'amount': '774309', 'projectId': 'proj332'}]"
hdgqYHWbWE,False,False,,2023-10-24 18:11:23,2023-11-16 07:38:01,,[]
8KQghxHHuq,False,False,,2023-10-16 05:39:41,2023-11-14 07:28:26,,[]
Wh50OLZXZY,False,True,2023-10-19 14:40:45,2023-10-19 03:01:28,2023-10-25 00:05:47,175.0,"[{'amount': '262419', 'projectId': 'proj165'}, {'amount': '18424', 'projectId': 'proj19'}]"
nCrg7GP5Rr,False,True,2023-11-13 04:20:43,2023-11-05 02:28:46,2023-11-22 03:49:17,329.0,"[{'amount': '864271', 'projectId': 'proj201'}, {'amount': '124279', 'projectId': 'proj223'}, {'amount': '368565', 'projectId': 'proj245'}, {'amount': '638649', 'projectId': 'proj351'}, {'amount': '458161', 'projectId': 'proj203'}, {'amount': '970299', 'projectId': 'proj127'}, {'amount': '213843', 'projectId': 'proj374'}, {'amount': '253688', 'projectId': 'proj377'}, {'amount': '31210', 'projectId': 'proj422'}, {'amount': '79269', 'projectId': 'proj464'}, {'amount': '641188', 'projectId': 'proj284'}, {'amount': '892359', 'projectId': 'proj365'}, {'amount': '839736', 'projectId': 'proj17'}, {'amount': '594565', 'projectId': 'proj431'}, {'amount': '229683', 'projectId': 'proj448'}, {'amount': '516769', 'projectId': 'proj232'}, {'amount': '583770', 'projectId': 'proj16'}, {'amount': '1614', 'projectId': 'proj40'}]"
2yY9ml5BaN,True,False,,2023-11-02 15:12:57,2023-11-14 17:17:35,,[]
K4qeR6LX3E,False,False,,2023-09-06 17:11:32,2023-09-19 03:31:59,,[]
UVuvxGAiUa,True,False,,2023-09-10 16:26:43,2023-09-26 14:30:35,,[]
u388wkDQXA,False,False,,2023-10-28 11:10:53,2023-11-16 02:28:59,,[]
4U1KBFx32z,True,True,2023-09-05 11:05:11,2023-09-02 07:25:31,2023-09-25 04:37:59,118.0,"[{'amount': '161588', 'projectId': 'proj276'}, {'amount': '428304', 'projectId': 'proj346'}, {'amount': '951106', 'projectId': 'proj343'}, {'amount': '499143', 'projectId': 'proj389'}, {'amount': '333710', 'projectId': 'proj454'}, {'amount': '110871', 'projectId': 'proj205'}, {'amount': '747448', 'projectId': 'proj268'}, {'amount': '951480', 'projectId': 'proj206'}, {'amount': '632787', 'projectId': 'proj157'}, {'amount': '331148', 'projectId': 'proj231'}]"
jFiOdwOIS8,False,False,,2023-10-28 02:29:38,2023-11-21 15:30:14,,[]
v7IqCgEkCc,True,False,,2023-10-10 00:48:13,2023-11-30 03:26:38,,[]
S05qtQn4CQ,True,True,2023-11-22 11:06:50,2023-10-13 11:22:25,2023-11-22 14:26:25,55.0,"[{'amount': '908120', 'projectId': 'proj41'}, {'amount': '47147', 'projectId': 'proj20'}]"
uj87jnpNZL,True,True,2023-11-18 17:57:36,2023-11-17 09:58:27,2023-11-19 16:16:28,490.0,"[{'amount': '874009', 'projectId': 'proj211'}, {'amount': '349498', 'projectId': 'proj138'}, {'amount': '323948', 'projectId': 'proj225'}, {'amount': '274647', 'projectId': 'proj174'}, {'amount': '239268', 'projectId': 'proj459'}, {'amount': '294114', 'projectId': 'proj186'}, {'amount': '354783', 'projectId': 'proj56'}, {'amount': '394878', 'projectId': 'proj313'}, {'amount': '635025', 'projectId': 'proj61'}, {'amount': '663967', 'projectId': 'proj160'}, {'amount': '420914', 'projectId': 'proj78'}, {'amount': '235195', 'projectId': 'proj233'}]"
AFVKkyheSv,True,False,,2023-11-14 21:57:01,2023-11-17 22:49:11,,[]
ezKAGKlUhM,False,False,,2023-11-05 12:56:00,2023-11-11 09:24:55,,[]
TguJjNkyo8,True,False,,2023-10-06 09:37:35,2023-11-24 17:35:49,,[]
f7aP0PWN5Q,False,False,,2023-11-12 01:25:21,2023-11-27 20:17:02,,[]
yWSeeZKMsq,False,False,,2023-11-09 21:56:14,2023-11-14 03:13:33,,[]
PLp6I96YpN,True,True,2023-11-26 00:06:14,2023-11-24 03:46:20,2023-11-29 23:15:38,116.0,"[{'amount': '707579', 'projectId': 'proj366'}, {'amount': '83669', 'projectId': 'proj496'}, {'amount': '522760', 'projectId': 'proj114'}, {'amount': '99353', 'projectId': 'proj180'}, {'amount': '709360', 'projectId': 'proj323'}, {'amount': '325698', 'projectId': 'proj367'}, {'amount': '75693', 'projectId': 'proj63'}, {'amount': '729861', 'projectId': 'proj440'}]"
BRFX5rqyhF,False,False,,2023-10-15 19:01:10,2023-11-06 03:45:25,,[]
yH1GUpprUf,True,False,,2023-10-16 12:17:32,2023-11-20 14:24:34,,[]
OeNorcwoIE,False,False,,2023-10-02 04:24:39,2023-11-02 16:06:26,,[]
HZQ0a2LK1Y,False,False,,2023-09-22 16:04:32,2023-11-09 14:56:18,,[]
O4kiWC1qSj,False,True,2023-10-20 22:28:12,2023-10-16 10:44:00,2023-11-01 04:16:06,473.0,"[{'amount': '679201', 'projectId': 'proj106'}, {'amount': '683834', 'projectId': 'proj80'}, {'amount': '434065', 'projectId': 'proj220'}, {'amount': '249686', 'projectId': 'proj24'}, {'amount': '665595', 'projectId': 'proj104'}, {'amount': '67983', 'projectId': 'proj301'}, {'amount': '943128', 'projectId': 'proj445'}, {'amount': '732515', 'projectId': 'proj186'}, {'amount': '63235', 'projectId': 'proj457'}, {'amount': '953792', 'projectId': 'proj353'}, {'amount': '572582', 'projectId': 'proj217'}, {'amount': '612724', 'projectId': 'proj215'}, {'amount': '113027', 'projectId': 'proj172'}, {'amount': '572400', 'projectId': 'proj57'}, {'amount': '368859', 'projectId': 'proj171'}, {'amount': '222015', 'projectId': 'proj420'}]"
FEtwjR2zxz,False,False,,2023-09-23 16:46:05,2023-10-01 20:43:09,,[]
kCjVXT0NWS,True,True,2023-11-29 17:36:44,2023-11-27 23:53:00,2023-11-30 20:21:13,202.0,"[{'amount': '506924', 'projectId': 'proj294'}, {'amount': '645489', 'projectId': 'proj194'}, {'amount': '531335', 'projectId': 'proj335'}, {'amount': '192064', 'projectId': 'proj219'}, {'amount': '146488', 'projectId': 'proj345'}, {'amount': '947718', 'projectId': 'proj305'}, {'amount': '768520', 'projectId': 'proj384'}, {'amount': '858810', 'projectId': 'proj103'}, {'amount': '640182', 'projectId': 'proj280'}, {'amount': '254728', 'projectId': 'proj73'}, {'amount': '87096', 'projectId': 'proj199'}, {'amount': '328714', 'projectId': 'proj497'}, {'amount': '306363', 'projectId': 'proj285'}, {'amount': '999054', 'projectId': 'proj498'}]"
9CNCPje9GF,False,True,2023-09-25 17:35:22,2023-09-14 11:47:40,2023-10-05 02:22:58,41.0,"[{'amount': '702626', 'projectId': 'proj28'}, {'amount': '129212', 'projectId': 'proj285'}, {'amount': '716870', 'projectId': 'proj37'}, {'amount': '245610', 'projectId': 'proj494'}]"
D0r8YY6hgo,False,True,2023-11-21 12:27:36,2023-11-16 14:30:00,2023-11-26 05:25:53,236.0,"[{'amount': '972410', 'projectId': 'proj94'}, {'amount': '31982', 'projectId': 'proj466'}, {'amount': '471121', 'projectId': 'proj326'}, {'amount': '911420', 'projectId': 'proj16'}, {'amount': '277204', 'projectId': 'proj386'}, {'amount': '87620', 'projectId': 'proj342'}, {'amount': '459541', 'projectId': 'proj39'}]"
cSX85714lX,False,True,2023-10-23 06:09:08,2023-10-21 06:22:50,2023-11-28 11:37:09,387.0,"[{'amount': '232091', 'projectId': 'proj345'}]"
bJ6ZqMSGfA,False,True,2023-11-16 01:47:50,2023-10-26 08:23:33,2023-11-23 17:06:49,145.0,"[{'amount': '507356', 'projectId': 'proj35'}, {'amount': '583276', 'projectId': 'proj372'}]"
m710xBInCy,False,True,2023-09-16 14:54:12,2023-09-10 02:49:20,2023-10-15 20:57:12,220.0,"[{'amount': '894520', 'projectId': 'proj210'}, {'amount': '354302', 'projectId': 'proj206'}, {'amount': '842319', 'projectId': 'proj167'}, {'amount': '854669', 'projectId': 'proj371'}, {'amount': '68396', 'projectId': 'proj87'}, {'amount': '753992', 'projectId': 'proj331'}, {'amount': '125109', 'projectId': 'proj228'}, {'amount': '52323', 'projectId': 'proj467'}, {'amount': '435798', 'projectId': 'proj116'}, {'amount': '801972', 'projectId': 'proj249'}, {'amount': '319458', 'projectId': 'proj138'}, {'amount': '177797', 'projectId': 'proj10'}]"
VYdzuhsdan,False,True,2023-09-17 10:40:41,2023-09-06 20:39:40,2023-09-28 02:58:34,499.0,"[{'amount': '877852', 'projectId': 'proj316'}, {'amount': '911223', 'projectId': 'proj451'}, {'amount': '507946', 'projectId': 'proj156'}, {'amount': '177862', 'projectId': 'proj64'}, {'amount': '671177', 'projectId': 'proj322'}, {'amount': '240031', 'projectId': 'proj42'}, {'amount': '217440', 'projectId': 'proj15'}, {'amount': '51908', 'projectId': 'proj206'}, {'amount': '720014', 'projectId': 'proj337'}, {'amount': '469669', 'projectId': 'proj144'}, {'amount': '623539', 'projectId': 'proj355'}, {'amount': '374399', 'projectId': 'proj209'}, {'amount': '484829', 'projectId': 'proj205'}, {'amount': '371682', 'projectId': 'proj357'}, {'amount': '869467', 'projectId': 'proj234'}, {'amount': '914404', 'projectId': 'proj150'}]"
1C2AuYk5h3,True,False,,2023-11-16 02:05:39,2023-11-23 20:47:28,,[]
6QHQZIGG0D,True,True,2023-10-27 10:46:19,2023-10-27 08:05:23,2023-11-02 17:22:32,214.0,"[{'amount': '491679', 'projectId': 'proj111'}, {'amount': '196810', 'projectId': 'proj241'}]"
8jH7qDz3WQ,True,False,,2023-10-28 07:05:09,2023-11-26 17:17:45,,[]
cgEJOXGffU,True,True,2023-10-22 01:03:32,2023-10-17 13:21:44,2023-10-27 13:48:56,56.0,"[{'amount': '775863', 'projectId': 'proj168'}, {'amount': '813209', 'projectId': 'proj308'}, {'amount': '862058', 'projectId': 'proj462'}, {'amount': '199346', 'projectId': 'proj113'}, {'amount': '611662', 'projectId': 'proj354'}, {'amount': '879500', 'projectId': 'proj344'}, {'amount': '403490', 'projectId': 'proj485'}, {'amount': '773799', 'projectId': 'proj36'}, {'amount': '760679', 'projectId': 'proj398'}, {'amount': '753875', 'projectId': 'proj325'}, {'amount': '919738', 'projectId': 'proj411'}, {'amount': '691661', 'projectId': 'proj265'}, {'amount': '828900', 'projectId': 'proj185'}, {'amount': '152781', 'projectId': 'proj152'}, {'amount': '610551', 'projectId': 'proj312'}, {'amount': '990761', 'projectId': 'proj292'}, {'amount': '355808', 'projectId': 'proj269'}, {'amount': '697303', 'projectId': 'proj205'}]"
ibpcJjEAJR,True,True,2023-09-06 02:55:57,2023-09-01 05:02:56,2023-09-12 04:24:51,327.0,"[{'amount': '528133', 'projectId': 'proj359'}, {'amount': '510611', 'projectId': 'proj364'}, {'amount': '469447', 'projectId': 'proj440'}, {'amount': '325385', 'projectId': 'proj239'}]"
