,defillamaId,name,slug,disabled,displayName,module,category,logo,change_1d,change_7d,change_1m,change_7dover7d,change_30dover30d,total24h,total48hto24h,total7d,total30d,total14dto7d,total60dto30d,total1y,average1y,totalAllTime,breakdown24h,chains,protocolType,methodologyURL,methodology,parentProtocol,latestFetchIsOk,dailyRevenue,dailyUserFees,dailyHoldersRevenue,dailyCreatorRevenue,dailySupplySideRevenue,dailyProtocolRevenue,dailyBribesRevenue,dailyTokenTaxes,dailyFees,totalVolume7d,totalVolume30d,holdersRevenue30d,bribesRevenue30d,totalUserFees,versionKey,totalFees,tokenTaxes30d,totalRevenue,totalProtocolRevenue
10,2361,Mummy Finance,mummy-finance,False,Mummy Finance,mummy-finance,Derivatives,https://icons.llamao.fi/icons/protocols/mummy-finance.jpg,-80.4,-21.55,-65.83,-62.77,-31.03,273.0,1393.0,7610.0,41822.0,20441.0,60635.0,1011086.4095113698,77775.87765472077,1143044.1294749295,{'optimism': {'mummy-finance': 273}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/mummy-finance.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",,True,109.0,271.0,,,164.0,,,,273.0,348.0,799.0,,,,,,,,
11,916,Pika,pika,False,Pika,pika-protocol,Derivatives,https://icons.llamao.fi/icons/protocols/pika.png,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.141897089999,226.85706900692307,,{'optimism': {'pika-protocol': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/pika-protocol.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",parent#pika-protocol,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,
12,3281,Pika V4,pika-v4,False,Pika V4,pika-protocol-v4,Derivatives,https://icons.llamao.fi/icons/protocols/pika-v4.png,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,{'optimism': {'pika-protocol-v4': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/pika-protocol-v4.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",parent#pika-protocol,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,
13,3481,Solidly V3,solidly-v3,False,Solidly V3,solidly-v3,Dexes,https://icons.llamao.fi/icons/protocols/solidly-v3.png,-11.04,12.86,91.75,-32.52,174.33,395.0,444.0,2328.0,10485.0,3450.0,3822.0,0.0,0.0,,{'optimism': {'solidly-v3': 395}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/solidly-v3.ts,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",parent#solidly-labs,True,79.0,395.0,79.0,,316.0,0.0,,,395.0,350.0,206.0,2098.0,,,,,,,
14,119,Sushi Trident,sushi-trident,False,Sushi Trident,sushiswap,Dexes,https://icons.llamao.fi/icons/protocols/sushi-trident.png,-60.0,-50.0,-66.67,-42.86,0.89,2.0,5.0,24.0,113.0,42.0,112.0,6553.9423347086495,504.14941036220387,60431.0,{'optimism': {'trident': 2}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/sushiswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",parent#sushi,True,,2.0,,,,,,,2.0,4.0,6.0,0.0,,,trident,,,,
15,119,SushiSwap V3,sushiswap-v3,False,SushiSwap V3,sushiswap,Dexes,https://icons.llamao.fi/icons/protocols/sushiswap.png,-35.64,-48.82,-14.47,-14.82,-24.94,65.0,101.0,632.0,2537.0,742.0,3380.0,79000.4204875473,6076.955422119025,83815.0,{'optimism': {'v3': 65}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/sushiswap,"{'UserFees': 'Users pay between 0.01% to 1% fee', 'Fees': 'Each pool charge between 0.01% to 1% fee', 'Revenue': '0 to 1/4 of the fee goes to treasury', 'ProtocolRevenue': 'Treasury receives a share of the fees', 'HoldersRevenue': 'None', 'SupplySideRevenue': 'Liquidity providers get most of the fees of all trades in their pools'}",parent#sushi,True,0.0,65.0,0.0,,65.0,0.0,,,65.0,127.0,76.0,0.0,,,v3,,,,
16,115,Synthetix,synthetix,False,Synthetix,synthetix,Synthetics,https://icons.llamao.fi/icons/protocols/synthetix.png,-35.39,2.02,46.31,-30.84,-66.5,19186.0,29694.0,128930.0,622825.0,186426.0,1859088.0,29106065.160112824,2238928.0892394492,,{'optimism': {'synthetix': 19186}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/synthetix.ts,"{'UserFees': 'Users pay between 10-100 bps (0.1%-1%), usually 30 bps, whenever they exchange a synthetic asset (Synth)', 'Fees': 'Fees generated on each synthetic asset exchange, between 0.1% and 1% (usually 0.3%)', 'Revenue': 'Fees paid by users and awarded to SNX stakers', 'ProtocolRevenue': 'Percentage of fees going to treasury', 'SupplySideRevenue': 'LPs revenue', 'HoldersRevenue': 'Fees are granted proportionally to SNX stakers by automatically burning outstanding debt (note: rewards not included here can also be claimed by SNX stakers)'}",parent#synthetix,True,19186.0,19186.0,19186.0,,0.0,0.0,,,19186.0,18807.0,13113.0,622825.0,,,,,,,
17,4555,TLX Finance,tlx-finance,False,TLX Finance,tlx-finance,Derivatives,https://icons.llamao.fi/icons/protocols/tlx-finance.jpg,-42.17,5.68,-0.13,16.15,37.02,2381.0,4117.0,17856.0,195455.0,15373.0,142650.0,0.0,0.0,,{'optimism': {'tlx-finance': 2381}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/tlx-finance,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",,True,2381.0,2381.0,2381.0,,0.0,0.0,,,2381.0,2253.0,2384.0,195133.0,,,,,,,
18,1833,UniDex,unidex,False,UniDex,unidex,Derivatives,https://icons.llamao.fi/icons/protocols/unidex.jpg,-94.12,66.67,-99.58,-82.05,-16.55,5.0,85.0,421.0,10960.0,2345.0,13134.0,185488.59930578028,14268.353792752325,,{'optimism': {'unidex': 5}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/unidex.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees collected from user trading fees', 'Revenue': 'Fees going to the treasury + holders', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue', 'SupplySideFees': 'Fees going to liquidity providers of the protocol'}",,True,4.0,5.0,3.0,,1.0,5.0,,,5.0,3.0,1197.0,7121.0,,,,,,,
19,1799,Velodrome V1,velodrome-v1,False,Velodrome V1,velodrome,Dexes,https://icons.llamao.fi/icons/protocols/velodrome-v1.png,-50.0,25.93,0.0,-5.5,-27.54,34.0,68.0,292.0,1097.0,309.0,1514.0,39917.16197388519,3070.550921068091,761496.8283154432,{'optimism': {'velodrome': 34}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/velodrome,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",parent#velodrome,True,34.0,34.0,34.0,,0.0,0.0,,,34.0,27.0,34.0,1072.0,0.0,,,,,,
20,4249,Velodrome V3,velodrome-v3,False,Velodrome V3,velodrome-slipstream,Dexes,https://icons.llamao.fi/icons/protocols/velodrome-v3.jpg,-37.66,21.0,-38.53,13.35,-1.99,19535.0,31335.0,131065.0,650248.0,115628.0,663426.0,0.0,0.0,,{'optimism': {'velodrome-slipstream': 19535}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/velodrome-slipstream,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",parent#velodrome,True,19535.0,19535.0,19535.0,,0.0,0.0,,,19535.0,16145.0,31780.0,640339.0,,,,,,,
21,3302,Velodrome V2,velodrome-v2,False,Velodrome V2,velodrome-v2,Dexes,https://icons.llamao.fi/icons/protocols/velodrome-v2.png,-25.26,90.09,-41.68,-9.02,-2.03,18277.0,24455.0,118181.0,435805.0,129896.0,444821.0,0.0,0.0,,{'optimism': {'velodrome-v2': 18277}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/velodrome-v2,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",parent#velodrome,True,18277.0,18277.0,18277.0,,0.0,0.0,208174.0,,18277.0,9615.0,31338.0,418767.0,1684346.0,,,,,,
22,1700,Wombat Exchange,wombat-exchange,False,Wombat Exchange,wombat-exchange,Dexes,https://icons.llamao.fi/icons/protocols/wombat-exchange.png,,,,0.0,-86.84,0.0,0.0,0.0,40.0,5.0,304.0,0.0,0.0,77062.0,{'optimism': {'wombat-exchange': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/wombat-exchange.ts,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,
23,1461,WOOFi Swap,woofi-swap,False,WOOFi Swap,woofi,Dexes,https://icons.llamao.fi/icons/protocols/woofi.png,,,,5.02,0.0,0.0,1466.0,11201.0,39892.0,10666.0,0.0,289491.33832200005,22268.564486307696,,{'optimism': {'woofi': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/woofi.ts,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",parent#woofi,True,0.0,0.0,0.0,,0.0,0.0,,,0.0,1147.0,0.0,31915.0,,,,,,,
24,111,AAVE V3,aave-v3,False,AAVE V3,aave,Lending,https://icons.llamao.fi/icons/protocols/aave-v3.png,-4.6,4.98,-8.78,0.3,-11.99,14854.0,15571.0,112014.0,459875.0,111674.0,522531.0,4457187.136151734,342860.5489347488,,{'optimism': {'v3': 14854}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/aave,"{'UserFees': 'Interest paid by borrowers', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Percentage of interest going to treasury', 'ProtocolRevenue': 'Percentage of interest going to treasury', 'SupplySideRevenue': 'Interest paid to lenders'}",parent#aave,True,0.0,14854.0,,,14854.0,0.0,,,14854.0,14150.0,16284.0,,,,v3,,,,
25,204,Alchemix,alchemix,False,Alchemix,alchemix,Synthetics,https://icons.llamao.fi/icons/protocols/alchemix.jpg,0.0,,-52.54,0.0,503.5,308.0,308.0,4559.0,8974.0,0.0,1487.0,17910.722842070187,1377.7479109284764,,{'optimism': {'alchemix': 308}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/alchemix.ts,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Fees paid by users', 'ProtocolRevenue': 'Percentage of fees going to treasury', 'SupplySideRevenue': 'LPs revenue'}",,True,31.0,308.0,,,277.0,31.0,,,308.0,0.0,649.0,,,,,,,,
26,3944,Allbridge Core,allbridge-core,False,Allbridge Core,allbridge-core,Bridge,https://icons.llamao.fi/icons/protocols/allbridge-core.png,444.44,1300.0,188.24,-48.19,-20.04,98.0,18.0,200.0,1811.0,386.0,2265.0,0.0,0.0,,{'optimism': {'allbridge-core': 98}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/allbridge-core.ts,"{'Fees': 'A 0.3% fee is charged for token swaps', 'SupplySideRevenue': 'A 0.24% of each swap is distributed to liquidity providers', 'Revenue': 'A 0.06% of each swap goes to governance'}",,True,20.0,,,,78.0,,,,98.0,7.0,34.0,,,,,,,,
27,756,Angle,angle,False,Angle,angle,CDP,https://icons.llamao.fi/icons/protocols/angle.jpg,,,,,,,,,,,,,,5664.0,,['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/angle,"{'UserFees': 'Interest paid to borrow', 'Fees': 'Interest paid by borrowers', 'Revenue': 'Interest paid by borrowers', 'ProtocolRevenue': 'Interest paid by borrowers'}",,True,,,,,,,,,,,,,,,,,,,
28,326,Beefy,beefy,False,Beefy,beefy,Yield Aggregator,https://icons.llamao.fi/icons/protocols/beefy.png,,,,0.0,-85.92,0.0,0.0,0.0,5469.0,5469.0,38833.0,0.0,0.0,,{'optimism': {'beefy': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/beefy,"{'Fees': '9.5% of each harvest is charged as a performance fee', 'Revenue': 'All fees except for 0.5% to strategist and variable harvest() call fee are revenue', 'HoldersRevenue': '36% of revenue is distributed to holders who stake', 'ProtocolRevenue': '64% of revenue is distributed to the treasury'}",,True,0.0,,0.0,,,0.0,,,0.0,5469.0,0.0,1863.0,,,,,,,
29,2734,Blast API,blast-api,False,Blast API,blastapi,Services,https://icons.llamao.fi/icons/protocols/blast-api.jpg,,,,0.0,-92.51,0.0,300.0,300.0,300.0,0.0,4003.0,15104.955518245119,1161.9196552496248,,{'optimism': {'blastapi': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/blastapi.ts,{},,True,0.0,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
30,3675,Chainlink CCIP,chainlink-ccip,False,Chainlink CCIP,chainlink-ccip,Services,https://icons.llamao.fi/icons/protocols/chainlink-ccip.jpg,19.63,330.15,343.18,44.35,-27.6,585.0,489.0,2288.0,7952.0,1585.0,10984.0,90332.18917697422,6948.629936690322,,{'optimism': {'chainlink-ccip': 585}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/chainlink-ccip.ts,{},parent#chainlink,True,0.0,,,,,0.0,,,585.0,136.0,132.0,,,,,,,,
31,3338,Chainlink Keepers,chainlink-keepers,False,Chainlink Keepers,chainlink-keepers,Oracle,https://icons.llamao.fi/icons/protocols/chainlink-keepers.jpg,,,,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,{'optimism': {'chainlink-keepers': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/chainlink-keepers.ts,{},parent#chainlink,True,0.0,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
32,2623,Chainlink Requests,chainlink-requests,False,Chainlink Requests,chainlink-requests,Oracle,https://icons.llamao.fi/icons/protocols/chainlink-requests.jpg,,,,,,,,,,,,,,,,['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/chainlink-requests.ts,{},parent#chainlink,True,,,,,,,,,,,,,,,,,,,
33,3846,deBridge,debridge,False,deBridge,dln,Services,https://icons.llamao.fi/icons/protocols/debridge.jpg,34.45,-22.01,-22.89,-10.55,-51.83,5171.0,3846.0,28531.0,165410.0,31897.0,343415.0,1295332.3864152287,99640.95280117146,,{'optimism': {'dln': 5171}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/dln,{},,True,5171.0,,,,,,,,5171.0,6630.0,6706.0,,,,,,,,
34,2974,Extra Finance,extra-finance,False,Extra Finance,extra,Leveraged Farming,https://icons.llamao.fi/icons/protocols/extra-finance.jpg,,,,,,,,,,,,,,,,['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/extra,{},,True,,,,,,,,,,,,,,,,,,,
35,742,Furucombo,furucombo,False,Furucombo,furucombo,Services,https://icons.llamao.fi/icons/protocols/furucombo.png,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,{'optimism': {'furucombo': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/furucombo,{},,True,0.0,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
36,355,Gamma,gamma,False,Gamma,gamma,Liquidity manager,https://icons.llamao.fi/icons/protocols/gamma.jpg,-41.78,94.72,605.24,7.5,403.53,17229.0,29591.0,63289.0,195627.0,58871.0,38851.0,3008298.964702944,231407.61266945722,,{'optimism': {'gamma': 17229}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/gamma.ts,{},,True,3432.0,,,,,,,,17229.0,8848.0,2443.0,,,,,,,,
37,4742,Instadapp Lite,instadapp-lite,False,Instadapp Lite,instadapp,Yield Aggregator,https://icons.llamao.fi/icons/protocols/instadapp.jpg,,,,0.0,0.0,0.0,0.0,0.0,113.0,60.0,0.0,0.0,0.0,,{'optimism': {'instadapp': 0}},['Optimism'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/fees/instadapp,Counts the 0.05% fee taken on flashswaps.,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,
