wallet,wallet_label,token,token_symbol,balance,decimals,balance_formatted
0x0204C6B5f6B7b960af998EA41A1994d0Fc649e79,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x0204C6B5f6B7b960af998EA41A1994d0Fc649e79,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9f69999a4b54c7b35a1AB056E269CbB6ed19124D,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x9f69999a4b54c7b35a1AB056E269CbB6ed19124D,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4b5eD41488d3ADdCb1Fb942D40D2Fa99F90F48d5,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x4b5eD41488d3ADdCb1Fb942D40D2Fa99F90F48d5,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x49D5356bBdDFA821643842B7DBC2F127B71C3059,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x49D5356bBdDFA821643842B7DBC2F127B71C3059,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4eB86c9D76277CF5ec4CBbf5e173C6487a17f96f,locked,0x4200000000000000000000000000000000000042,OP,18000000000000000000000,18,18000.0
0x4eB86c9D76277CF5ec4CBbf5e173C6487a17f96f,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x68a914Ee6B4Cf4756eF6173BcD4DC3BE95c41D49,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x68a914Ee6B4Cf4756eF6173BcD4DC3BE95c41D49,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC36c474d0627662309eF954cd82BA97F01cC3104,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC36c474d0627662309eF954cd82BA97F01cC3104,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x322C666082dF2161F5AE83f565965e4ee3A27779,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x322C666082dF2161F5AE83f565965e4ee3A27779,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9f4744316F5E1f1f03AECF05b8870F82454C877B,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x9f4744316F5E1f1f03AECF05b8870F82454C877B,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x400b05ddB47415C16203F3d7519691Cb72509ee8,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x400b05ddB47415C16203F3d7519691Cb72509ee8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8aC36A9C3C74Cbb221184BA7B3E13a9f6E74dEC3,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8aC36A9C3C74Cbb221184BA7B3E13a9f6E74dEC3,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x20E4fAd456c55879fAaBD87a1a9f905c9c403535,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x20E4fAd456c55879fAaBD87a1a9f905c9c403535,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x267B051E4757B6fe13CB9e3c8D7D8330A74E79e0,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x267B051E4757B6fe13CB9e3c8D7D8330A74E79e0,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2bdD741A1EE9D1f74129930a5278D2d9448d9BBB,locked,0x4200000000000000000000000000000000000042,OP,10000000000000000000000,18,10000.0
0x2bdD741A1EE9D1f74129930a5278D2d9448d9BBB,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xf02c6a3636bD1C37cDd229c412a40FF34534e468,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xf02c6a3636bD1C37cDd229c412a40FF34534e468,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x724465E8834E089E28452BEbC4795F167cDD2853,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x724465E8834E089E28452BEbC4795F167cDD2853,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd2c5343e4B0d6D20792887c34FAcd626186Ce4E3,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd2c5343e4B0d6D20792887c34FAcd626186Ce4E3,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xBc8d4Af0Db792E270977c0a9Df43569059435164,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xBc8d4Af0Db792E270977c0a9Df43569059435164,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x71f7F021656BA8931b5A78054462c39e9B2506F2,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x71f7F021656BA8931b5A78054462c39e9B2506F2,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC1F2DcfBe784ABa92Db7d5c8fCa848f7B969503E,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC1F2DcfBe784ABa92Db7d5c8fCa848f7B969503E,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x15Cc9201caCCB276D91B69F5AFBF6DA20f84cD7B,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x15Cc9201caCCB276D91B69F5AFBF6DA20f84cD7B,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8b80C988cD2034BA4FA6F936bE41B50deD591487,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8b80C988cD2034BA4FA6F936bE41B50deD591487,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x71b06BaAEC884b5ad1df45f190b5b79700253bD7,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x71b06BaAEC884b5ad1df45f190b5b79700253bD7,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x16b6A0003d6623A0e7c0e12B5B002866091A3EaD,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x16b6A0003d6623A0e7c0e12B5B002866091A3EaD,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x0a6a5AF50b3D924D68483BfcBF7c91c6eF1da051,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x0a6a5AF50b3D924D68483BfcBF7c91c6eF1da051,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC3F2AC028Bf7C9bA9A40B16FcEcc512B8b3c2A11,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC3F2AC028Bf7C9bA9A40B16FcEcc512B8b3c2A11,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8C54E4d1Dd112659b1F6702Fd58618DF84a8796e,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8C54E4d1Dd112659b1F6702Fd58618DF84a8796e,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8F1C61Fab28f0677b407ECae12384aD7A9d3836D,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8F1C61Fab28f0677b407ECae12384aD7A9d3836D,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xe27835FFBFbD6bcC6b4cBa38296d6c1a1f3109D4,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xe27835FFBFbD6bcC6b4cBa38296d6c1a1f3109D4,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xB9B23657eD6953Db465bAed57A669bA31399E46b,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xB9B23657eD6953Db465bAed57A669bA31399E46b,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xEFe7eceBeBf9b777632323Ae45738f608a015eE6,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xEFe7eceBeBf9b777632323Ae45738f608a015eE6,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xade8Af094B79fECAD8f7715878B27b246c970385,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xade8Af094B79fECAD8f7715878B27b246c970385,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xab3e2191bd6C12eB27012395B8121625E9c515f9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xab3e2191bd6C12eB27012395B8121625E9c515f9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xE1391AA7A14A5982cE2F6a6de62155A5C3cb8f9b,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xE1391AA7A14A5982cE2F6a6de62155A5C3cb8f9b,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x0972d3b784514F70234816fe420b2c7530250065,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x0972d3b784514F70234816fe420b2c7530250065,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xaDd2F790660e64E4E83fF0FcD24F451e421fdB09,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xaDd2F790660e64E4E83fF0FcD24F451e421fdB09,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xFDD51933beF0B3Fe2aE951050f7600Ab9E5c7FA4,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xFDD51933beF0B3Fe2aE951050f7600Ab9E5c7FA4,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x88eD47270b45451422297d71F2eE9D8388b05C9f,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x88eD47270b45451422297d71F2eE9D8388b05C9f,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x401c63f468b0962868e036f79C69d28E276480cD,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x401c63f468b0962868e036f79C69d28E276480cD,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xDe054f0021C1C246597Ee5bE5bA423963c74a776,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xDe054f0021C1C246597Ee5bE5bA423963c74a776,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xfd77649B49c7736Ae0953c83e6B75Eb0f8f3005C,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xfd77649B49c7736Ae0953c83e6B75Eb0f8f3005C,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x595432b28f80cCb5A55A52b365B4276127748365,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x595432b28f80cCb5A55A52b365B4276127748365,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x046AfB91FFD6ce3710B490F0C0a727198a5bCDD1,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x046AfB91FFD6ce3710B490F0C0a727198a5bCDD1,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xaed911085231440c674BA26421F73725Ba7D71Db,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xaed911085231440c674BA26421F73725Ba7D71Db,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xb90c4691418D833c2729a58812775bfB8B7924F1,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xb90c4691418D833c2729a58812775bfB8B7924F1,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x200Cf73f9525164C687f4007aD303A4DCEC74595,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x200Cf73f9525164C687f4007aD303A4DCEC74595,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC15C5394A74E0d4cC38038f86DAD8f10ac19e498,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC15C5394A74E0d4cC38038f86DAD8f10ac19e498,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x16d1A931474D8CD0C8208b41FFF050d120bAf005,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x16d1A931474D8CD0C8208b41FFF050d120bAf005,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xa89b86E6a69063F4aa821D64B5e40930A859C638,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xa89b86E6a69063F4aa821D64B5e40930A859C638,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x38DbE96Ea8c803595D64B07Cc5F3323B62a2fC6A,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x38DbE96Ea8c803595D64B07Cc5F3323B62a2fC6A,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x8aBC7478F0c3026D8b4131D86f0A72F4Fd5C194E,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x8aBC7478F0c3026D8b4131D86f0A72F4Fd5C194E,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xdD103546ac2F33E48697B69cE9D3048ed148868C,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xdD103546ac2F33E48697B69cE9D3048ed148868C,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xDF3B8B2ABC220660A16DF252A78674D2aE64A2B9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xDF3B8B2ABC220660A16DF252A78674D2aE64A2B9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xe754E8077a7298657EDe8a4B9D2fC375D15F0d72,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xe754E8077a7298657EDe8a4B9D2fC375D15F0d72,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xf3eBaDcdaB6A974B56978Ed27Db9561b07bFB714,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xf3eBaDcdaB6A974B56978Ed27Db9561b07bFB714,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xff26b9D75e4c4aA2e4A875c181cf1B8E634ac753,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xff26b9D75e4c4aA2e4A875c181cf1B8E634ac753,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9f53165CD4314720189d8F8836A74b36c86928f1,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x9f53165CD4314720189d8F8836A74b36c86928f1,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xC450f59e08cC117D24aFe80De3E42bB5c87Df71e,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xC450f59e08cC117D24aFe80De3E42bB5c87Df71e,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x4FCb1eECF9cc726cc25212ed23cb772d2595DFC8,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x4FCb1eECF9cc726cc25212ed23cb772d2595DFC8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x1d35DDA6F5547523e3e1d30C08BDAAb566C4Dc04,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x1d35DDA6F5547523e3e1d30C08BDAAb566C4Dc04,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x28e223829ea5b5056f9F676bd6Ef65fA1ac7828d,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x28e223829ea5b5056f9F676bd6Ef65fA1ac7828d,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x338CC1e1aDaC6294E74AfaD25B7dAC24f57684C8,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x338CC1e1aDaC6294E74AfaD25B7dAC24f57684C8,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xA540A6a74F7B2D3f39d96667a9ED300C5C25353a,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xA540A6a74F7B2D3f39d96667a9ED300C5C25353a,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xa97a70950A9b14b957D54b697966878AdFCc29F9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xa97a70950A9b14b957D54b697966878AdFCc29F9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xd4cE587821Ad5758C9AAa84010A0Eb85633AB5d0,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xd4cE587821Ad5758C9AAa84010A0Eb85633AB5d0,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2BcF383e51A8894682203620B718B0e7599487CE,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x2BcF383e51A8894682203620B718B0e7599487CE,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xE1Dd5912B8B0c0652d9a9F1457D040CA4dBA08E3,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xE1Dd5912B8B0c0652d9a9F1457D040CA4dBA08E3,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xA0aEaa2eC48548F521CeC3606B32BbCa53A49713,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xA0aEaa2eC48548F521CeC3606B32BbCa53A49713,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x2A845bBC4fC24E3de8Baa0586e6196C22212abFb,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x2A845bBC4fC24E3de8Baa0586e6196C22212abFb,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x115dFBCe171e9c9597b651A0326addC8050b1342,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x115dFBCe171e9c9597b651A0326addC8050b1342,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x75cf9F6997d974aef2C8e55712963ecC20607Fb9,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x75cf9F6997d974aef2C8e55712963ecC20607Fb9,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xCe9D65c0a9C4bFcd7A011662949555D9C00ae612,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0xCe9D65c0a9C4bFcd7A011662949555D9C00ae612,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0x9C71a5F854e0B3A7d4008ADd27F3eB102B476baE,locked,0x4200000000000000000000000000000000000042,OP,0,18,
0x9C71a5F854e0B3A7d4008ADd27F3eB102B476baE,locked,0x1828Bff08BD244F7990edDCd9B19cc654b33cDB4,OPx,0,18,
0xbA4a97368E7735f3a74ef992F87996a249401758,locked,0x4200000000000000000000000000000000000042,OP,0,18,
