_from,_l1Token,_l2Token,_to,amount,amount_eth,amount_hex,block_hash,block_number,block_timestamp,data,is_unclaimed,message_nonce,relay_tx,symbol,target,tx_hash,last_updated
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,15901317042879162000,15.901317042879162,0x000000000000000000000000000000000000000000000000dcacd39a09ad6690,0xb474af63c10bff5bb4cf6a93237f4e6aa52ba289b3f7cf12ea4bb72093a023ac,122038534,2024-06-29 15:44:05.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea000000000000000000000000000000000000000000000000dcacd39a09ad6b5800000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292638148,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x7b7f9eab0ed6e166f69ee1bdced32fa02083fce9d248b9129d4cf7ea764fa7fc,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,21317725853914034000,21.317725853914034,0x00000000000000000000000000000000000000000000000127d7c6b7cdb4ef50,0x2c5393ae057daaed7b9932f6dd844d4a9d8fe11acfea1dd0686abcd2d0ed5043,124256422,2024-08-19 23:53:41.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea00000000000000000000000000000000000000000000000127d7c6b7cdb4f72400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292639397,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x5abf7ee4312b970bbba016c4fc0c95dc2872c0437379ba40449fb02567bb9ef9,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,41466204796289245000,41.46620479628925,0x0000000000000000000000000000000000000000000000023f758d909a6b5f48,0x8949743aadcd69532d38f9ed6a8a90b7f3eda222549de176b75f838b3f64a4f9,117090482,2024-03-07 02:49:01.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea0000000000000000000000000000000000000000000000023f758d909a6b5e2700000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292634461,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0xb371354d132d5671429852c0e0cf3d412b58482cac52d74eff56b51b6dea2d0b,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,18363207720283427000,18.363207720283427,0x000000000000000000000000000000000000000000000000fed73821103450b8,0x7e064f4b7575dd464923596006f74235b749f6636c0d18783d7c9f9886967cdd,121109993,2024-06-08 03:52:43.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea000000000000000000000000000000000000000000000000fed73821103451bf00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292637456,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0xd2dc7526cba671817ca54e8e39d56272ddafa071335f6cbcd6bbf4f119197fef,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000019,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,133536120450564850000,133.53612045056485,0x0000000000000000000000000000000000000000000000073d2f9a0b8bb18150,0x32e316821288c55dbe507ac56e9b30351765012a5072f927ee9d83803582bd42,116999825,2024-03-05 00:27:07.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea0000000000000000000000000000000000000000000000073d2f9a0b8bb1998900000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292634399,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x7f10c777aa10550a35562c7960477fd70460e69a5aa9e10c022595eddc970bda,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,95438514882937730000,95.43851488293774,0x0000000000000000000000000000000000000000000000052c79b7a19055b3d0,0xa0a75bc693de3f72196c448018f44e53b8da6605fffffb5b8408832b86903b33,120578543,2024-05-26 20:37:43.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea0000000000000000000000000000000000000000000000052c79b7a19055bbc600000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292637052,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x32120b514580491c3e51988ba914a6e63a238e9a57f22b7adfe4f4c7d0001578,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,11230286581648773000,11.230286581648773,0x0000000000000000000000000000000000000000000000009bd9fe253902cf88,0xc2f77dc37444b07a0d4f09d67a4f413dd04b1f0a4e3775279d0128379310932a,125774229,2024-09-24 03:07:15.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea0000000000000000000000000000000000000000000000009bd9fe253902d17300000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292640273,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x6182b5cd6c9ad660f8dfebae94de43d51b977acfa11dfbce2d1a05e1d95ed925,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,38092920509614930000,38.092920509614935,0x00000000000000000000000000000000000000000000000210a53d60e8ca3850,0xbbd9d9a13558e4fc1497d530afa448361a1c4eaa05ae10063798b177d90b5a61,123254479,2024-07-27 19:15:35.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea00000000000000000000000000000000000000000000000210a53d60e8ca35c000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292638776,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x41e8e9c999acb16fb4f2c1b5b5854e3a83ea52da67fb7047a59b25e04add9de9,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,44025907210336900000,44.025907210336904,0x00000000000000000000000000000000000000000000000262fb71593a7093a0,0x3c1d8d59c4fed3db74aeb2a95d6b8c951a7e087ec0a57592b828f2da0d0195da,122945627,2024-07-20 15:40:31.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea00000000000000000000000000000000000000000000000262fb71593a70aec000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292638632,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x9ea4820fa38219a5e47632bce4034ad9a30eb096787cad8a04dcb4765c25d85c,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,52889205508260390000,52.88920550826039,0x000000000000000000000000000000000000000000000002ddfc3430d47e6470,0x92223a7097740864a7bd55c1a301f26696f632fcc2f52733abfb75f04d5d5cb7,120990255,2024-06-05 09:21:27.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea000000000000000000000000000000000000000000000002ddfc3430d47e5c2400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292637410,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x6dd6e17cb00061bee7aff1fe26c3c9356d23f5455162798e1c9bc3c70265a7b0,2024-09-30 13:23:19.512345
0x420000000000000000000000000000000000001a,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,32991652846330204000,32.991652846330204,0x000000000000000000000000000000000000000000000001c9d9e5776a844f60,0x4bbceb570fcc0628ad86170372724bd329f57beeb07cf4cfcdf7aeab98b3d4c1,121866470,2024-06-25 16:08:37.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea000000000000000000000000000000000000000000000001c9d9e5776a84566400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292638030,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0xd45b140c2240ec54153cce72e2176cd0d263a9fbf81620b09dcc9a19faa92c15,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,12018572835017177000,12.018572835017178,0x000000000000000000000000000000000000000000000000a6ca8c50fa5bb7a8,0xae2ab2a6fec563e68860239483415bc663bb4a16afb7613daeeb60a2549d078b,124426093,2024-08-23 22:09:23.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea000000000000000000000000000000000000000000000000a6ca8c50fa5bb91a00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292639531,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x9d4c39e5233bc3093d315fd31f597f5f362a07b92aefde26fa43e6275353398c,2024-09-30 13:23:19.512345
0x4200000000000000000000000000000000000011,0x0000000000000000000000000000000000000000,0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000,0xa3d596eafab6b13ab18d40fae1a962700c84adea,34518343215428993000,34.51834321542899,0x000000000000000000000000000000000000000000000001df09ca44b6a8ffe8,0x32e316821288c55dbe507ac56e9b30351765012a5072f927ee9d83803582bd42,116999825,2024-03-05 00:27:07.000 UTC,0x000000000000000000000000a3d596eafab6b13ab18d40fae1a962700c84adea000000000000000000000000000000000000000000000001df09ca44b6a8ff8a00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000,1,1766847064778384329583297500742918515827483896875618958121606201292634398,,ETH,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x7f10c777aa10550a35562c7960477fd70460e69a5aa9e10c022595eddc970bda,2024-09-30 13:23:19.512345
