badgeholder_address,round_allocation,category_allocation,declared_COIs
0x2a6f479e2f11ef7a2ad10137f52f5e768f50a241,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '38.34'}, {'GOVERNANCE_LEADERSHIP': '30.83'}, {'GOVERNANCE_ANALYTICS': '30.83'}]","['0x6023480205c8c7eb56ed2089526be236bd2683fb029e10ee23ee0b1af91cb8a4', '0x32e7213faa7fb7919426ae3e3445d47d252677d00a772641c5e4f1626134dd75', '0x73543d9891641bb794f4bb0448d4ba190198400b12416ad2d1aeb9db926502b7', '0xe848d4e43eb528f85c31b72eabec72f1dfc368c71e1a837daa576e96cb56862a', '0x26d1186a0d4350e5b6c362372cacf08b29963e305f5ac08ce48e27eaadc4f8cc']"
0xbf430a49c4d85aeed3908619d5387a1fbf8e74a9,2000000,"[{'GOVERNANCE_ANALYTICS': '40'}, {'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_LEADERSHIP': '20'}]",['0x68c70dcf63994b6ae4defa76d11e052bfcf308980eec850981ccd1cbbfaf0747']
0x0b99c69c2d7a71fb372acf2756e315a18e5150b1,2700000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_ANALYTICS': '33'}, {'GOVERNANCE_LEADERSHIP': '27'}]",[]
0x490c91f38ec57e3ab00811e0c51a62bfed7e81f4,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0x64fed9e56b548343e7bb47c49ecd7ffa9f1a34fe,2000000,"[{'GOVERNANCE_LEADERSHIP': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_INFRA_AND_TOOLING': '25'}]",[]
0x8f382a87f0af9e59c254989e23248d7537892ab1,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_LEADERSHIP': '30'}, {'GOVERNANCE_ANALYTICS': '30'}]",[]
0xdadd7c883288cfe2e257b0a361865e5e9349808b,1250000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '52'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '23'}]",[]
0x127c4fb1228b1855ea4f9a22f805767b1fd6247a,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '41.34'}, {'GOVERNANCE_ANALYTICS': '35.33'}, {'GOVERNANCE_LEADERSHIP': '23.33'}]",[]
0x132c8bf76cc03cd01db4c2f2cd962b789548be1c,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '34.84007281199942'}, {'GOVERNANCE_ANALYTICS': '34.82992718800058'}, {'GOVERNANCE_LEADERSHIP': '30.33'}]",[]
0x73186b2a81952c2340c4eb2e74e89869e1183df0,2850000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '58'}, {'GOVERNANCE_ANALYTICS': '26'}, {'GOVERNANCE_LEADERSHIP': '16'}]","['0x3793348de3c2d43782234f8bed581d2948b3379f60a510e1ebc5b46c3050a860', '0x49fc537384bf71ec1ed6f45b8d628f76f1f5c892fe487401f86c2584b1472666', '0x8922c80674df0e50e56cd703e5073ca21073d7fb518b0a3f35fe0f97327d5d43', '0x7ebd785a295d691be7045ee2cb3b12e8fa6175bac58a8f285ede6221f8a4e906', '0xd584cebedccfbb017f6cd9ab61d007a2aee9587b6923aee0d133ee9048973f7c']"
0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,3500000,"[{'GOVERNANCE_LEADERSHIP': '50'}, {'GOVERNANCE_INFRA_AND_TOOLING': '35'}, {'GOVERNANCE_ANALYTICS': '15'}]",[]
0x07bf3cda34aa78d92949bbdce31520714ab5b228,1500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_LEADERSHIP': '35'}, {'GOVERNANCE_ANALYTICS': '25'}]",[]
0x07fda67513ec0897866098a11dc3858089d4a505,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '80'}, {'GOVERNANCE_LEADERSHIP': '10'}, {'GOVERNANCE_ANALYTICS': '10'}]","['0x7cfc058d21a44d62f3fe2d54a6124907e03e9f45b0d2f2a5d2f678909ead6908', '0x297c7878e1911034233762d2fe74d1c9920c45339c5dbc2435bf6485fa4bfb88', '0x60efd5b2ab055c8ce8425e10290f6e10e077ef2b822f630ce6a89e3b03aaa27d', '0x8f86175d7148863c6d4cdf89ceb87b051d9fe6ccf73214f4128a9b6c1dfc85c1']"
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,3100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50.34'}, {'GOVERNANCE_ANALYTICS': '30.33'}, {'GOVERNANCE_LEADERSHIP': '19.33'}]","['0x73543d9891641bb794f4bb0448d4ba190198400b12416ad2d1aeb9db926502b7', '0x6023480205c8c7eb56ed2089526be236bd2683fb029e10ee23ee0b1af91cb8a4', '0xe848d4e43eb528f85c31b72eabec72f1dfc368c71e1a837daa576e96cb56862a', '0x32e7213faa7fb7919426ae3e3445d47d252677d00a772641c5e4f1626134dd75']"
0xac469c5df1ce6983ff925d00d1866ab780d402a4,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '35'}, {'GOVERNANCE_ANALYTICS': '32.5'}, {'GOVERNANCE_LEADERSHIP': '32.5'}]",[]
0xdc10eba5a79886940ee98bea0a80f3acd3510d3d,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '41.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '25.33'}]",[]
0x5d36a202687fd6bd0f670545334bf0b4827cc1e2,2100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '56'}, {'GOVERNANCE_ANALYTICS': '24'}, {'GOVERNANCE_LEADERSHIP': '20'}]",['0xe02a838562a601703a36cc2629b71f82f8014f2740ad566fed4ee46ecbe5a382']
0x9c949881084dcbd97237f786710ab8e52a457136,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_LEADERSHIP': '30'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0x6837047f46da1d5d9a79846b25810b92adf456f6,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '75'}, {'GOVERNANCE_LEADERSHIP': '15'}, {'GOVERNANCE_ANALYTICS': '10'}]",['0x6dd054fa29e594d6d29a11ce4972529c4f311381563a9377c6148c4c1249ed39']
0x5602a75e09f12228ed318930d1c8616d6b06bf78,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '39.34'}, {'GOVERNANCE_ANALYTICS': '30.33'}, {'GOVERNANCE_LEADERSHIP': '30.33'}]",[]
0x64bf8d9a93a5642ca93d98b5db88b2cc953c8426,3000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '36'}, {'GOVERNANCE_ANALYTICS': '33'}, {'GOVERNANCE_LEADERSHIP': '31'}]",[]
0xdb609600eefb72493c0328e76944a46c9f7682ac,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",[]
0xb03e094e643a50e145e804b35787c28292e6afe4,2300000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '55'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,2800000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '69'}, {'GOVERNANCE_ANALYTICS': '17'}, {'GOVERNANCE_LEADERSHIP': '14'}]","['0xe848d4e43eb528f85c31b72eabec72f1dfc368c71e1a837daa576e96cb56862a', '0xd0cb7048d7d7204f14a95cad824992f306958530f30f84e070745ef14f853468', '0x73543d9891641bb794f4bb0448d4ba190198400b12416ad2d1aeb9db926502b7', '0x65fad5486329a6f1e265621e766707da911becd6468ad9608621652d239865d5', '0x6023480205c8c7eb56ed2089526be236bd2683fb029e10ee23ee0b1af91cb8a4', '0x32e7213faa7fb7919426ae3e3445d47d252677d00a772641c5e4f1626134dd75', '0x26d1186a0d4350e5b6c362372cacf08b29963e305f5ac08ce48e27eaadc4f8cc']"
0x0263e43c0de253a0fe354b60d35d2855c514a887,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '45'}, {'GOVERNANCE_LEADERSHIP': '30'}, {'GOVERNANCE_ANALYTICS': '25'}]",[]
0x48294a067d1bc5a58bcbab4b3be329d078d9e1af,1100000,"[{'GOVERNANCE_ANALYTICS': '45.00674966251687'}, {'GOVERNANCE_INFRA_AND_TOOLING': '44.99325033748313'}, {'GOVERNANCE_LEADERSHIP': '10'}]",[]
0xcd3362185a9a8b25c9a54034b06736b443574f39,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '61.34'}, {'GOVERNANCE_ANALYTICS': '33.33005226298735'}, {'GOVERNANCE_LEADERSHIP': '5.33'}]",[]
0xbd43cdedaaf8cfcfec0c6597edf748fe402f6f00,2000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0x7234c36a71ec237c2ae7698e8916e0735001e9af,3500000,"[{'GOVERNANCE_LEADERSHIP': '45.33'}, {'GOVERNANCE_INFRA_AND_TOOLING': '41.33991018501886'}, {'GOVERNANCE_ANALYTICS': '13.33'}]",[]
0x3db5b38ef4b433d9c6a664bd35551be73313189a,1650000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '60'}, {'GOVERNANCE_ANALYTICS': '22'}, {'GOVERNANCE_LEADERSHIP': '18'}]",[]
0x010dc5440ad49f9ec0dd325b622d9fd225944ee4,1700000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '39.8404072213927'}, {'GOVERNANCE_LEADERSHIP': '39.8295927786073'}, {'GOVERNANCE_ANALYTICS': '20.33'}]",[]
0x55aed0ce035883626e536254dda2f23a5b5d977f,2400000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '58'}, {'GOVERNANCE_ANALYTICS': '22'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0x894aa5f1e45454677a8560dde3b45cb5c427ef92,1500000,"[{'GOVERNANCE_LEADERSHIP': '50'}, {'GOVERNANCE_INFRA_AND_TOOLING': '35'}, {'GOVERNANCE_ANALYTICS': '15'}]",[]
0x5c6b46c14e2bcb4f2d1de07799fb50c974ae7ba9,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '38.84007281199942'}, {'GOVERNANCE_ANALYTICS': '33.83'}, {'GOVERNANCE_LEADERSHIP': '27.33'}]",[]
0x86e39d06c9f61242fa4d2c1925d606ce07cbc9b4,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '39.34'}, {'GOVERNANCE_ANALYTICS': '30.33'}, {'GOVERNANCE_LEADERSHIP': '30.33'}]",['0x273b95d847456e4ada5b7230fb5750eb9b943a0974f72d9fcfe59337785aaf6c']
0xad4f365a550835d40dc2e95fdffa1e4edd3fbe14,2850000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50.34'}, {'GOVERNANCE_ANALYTICS': '35.33'}, {'GOVERNANCE_LEADERSHIP': '14.33'}]",[]
0xe5640b09eaad75a49782de1a50ecee1a0f803f8c,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",[]
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,3500000,"[{'GOVERNANCE_LEADERSHIP': '80'}, {'GOVERNANCE_INFRA_AND_TOOLING': '10'}, {'GOVERNANCE_ANALYTICS': '10'}]",[]
0xf9c9cd54809af659dbc890862f0d92e444847436,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '42.84'}, {'GOVERNANCE_LEADERSHIP': '40.33'}, {'GOVERNANCE_ANALYTICS': '16.83052497375131'}]",[]
0x9934465ee73beaf148b1b3ff232c8cd86c4c2c63,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '70'}, {'GOVERNANCE_LEADERSHIP': '20'}, {'GOVERNANCE_ANALYTICS': '10'}]",[]
0xa3eac0016f6581ac34768c0d4b99ddcd88071c3c,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '100'}, {'GOVERNANCE_LEADERSHIP': '0'}, {'GOVERNANCE_ANALYTICS': '0'}]",['0xe848d4e43eb528f85c31b72eabec72f1dfc368c71e1a837daa576e96cb56862a']
0x24ce48ddba416e92344b2d4ceae1cfcb34391e86,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_LEADERSHIP': '30'}, {'GOVERNANCE_ANALYTICS': '20'}]",[]
0xe773382a7574de1c82b1f67099e680c043048708,1400000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '60'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '10'}]",[]
0x5a5d9ab7b1bd978f80909503ebb828879daca9c3,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '70'}, {'GOVERNANCE_ANALYTICS': '15'}, {'GOVERNANCE_LEADERSHIP': '15'}]",['0xf8e61280e3edad6939317b7371effc1377baed305f70afc425a0e32aaa3cd34c']
0x15c6ac4cf1b5e49c44332fb0a1043ccab19db80a,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '60'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '15'}]","['0x4b2e48f69b24d7c0548dc0b8ce58e33483e85065362e32024275bfab7d136b1b', '0xf8e61280e3edad6939317b7371effc1377baed305f70afc425a0e32aaa3cd34c']"
0x06f455e2c297a4ae015191fa7a4a11c77c5b1b7c,1950000,"[{'GOVERNANCE_LEADERSHIP': '40'}, {'GOVERNANCE_INFRA_AND_TOOLING': '35'}, {'GOVERNANCE_ANALYTICS': '25'}]",[]
0x0331969e189d63fbc31d771bb04ab44227d748d8,2500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '60.84006355662896'}, {'GOVERNANCE_ANALYTICS': '25.58'}, {'GOVERNANCE_LEADERSHIP': '13.58'}]","['0x60efd5b2ab055c8ce8425e10290f6e10e077ef2b822f630ce6a89e3b03aaa27d', '0x8f86175d7148863c6d4cdf89ceb87b051d9fe6ccf73214f4128a9b6c1dfc85c1']"
0x53e0b897eae600b2f6855fce4a42482e9229d2c2,1250000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '60'}, {'GOVERNANCE_ANALYTICS': '20'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0xdc0a92c350a52b6583e235a57901b8731af8b249,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,2000000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '25'}, {'GOVERNANCE_LEADERSHIP': '25'}]",[]
0xbd60aaebe9bd294e4b12136b250635a17112a70c,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '41.34'}, {'GOVERNANCE_ANALYTICS': '29.33'}, {'GOVERNANCE_LEADERSHIP': '29.33'}]",[]
0x6eda5acaff7f5964e1ecc3fd61c62570c186ca0c,3500000,"[{'GOVERNANCE_LEADERSHIP': '50'}, {'GOVERNANCE_INFRA_AND_TOOLING': '30'}, {'GOVERNANCE_ANALYTICS': '20'}]",['0x236e836bc180258287326907840414e1474703d4c4389662e5c0782c22b1040e']
0xa142ab9eab9264807a41f0e5cbdab877d204e233,2000000,"[{'GOVERNANCE_LEADERSHIP': '70'}, {'GOVERNANCE_ANALYTICS': '15'}, {'GOVERNANCE_INFRA_AND_TOOLING': '15'}]","['0x68c70dcf63994b6ae4defa76d11e052bfcf308980eec850981ccd1cbbfaf0747', '0x3351f219689dbf84d1eb2ea357e964127af554464f0e9618a07806bf40af5935', '0x6dd054fa29e594d6d29a11ce4972529c4f311381563a9377c6148c4c1249ed39', '0xa0580288a9dc23b1c08e799c1e533b7e42981cbe80ff81cd35e12f22a7fea33c', '0x236e836bc180258287326907840414e1474703d4c4389662e5c0782c22b1040e', '0x6227fdd27e8a3c18a4c1fa23f08c2241c51b702633c1808a2146681ee47b6521']"
0x50111e51cf97d6165e1a88d5ca0d4a4fa5d6c47e,3500000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '50'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '20'}]",[]
0xbc39fb41fe0229352774930c5aa3bf1635c2665f,1100000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '33.34'}, {'GOVERNANCE_ANALYTICS': '33.33'}, {'GOVERNANCE_LEADERSHIP': '33.33'}]",[]
0xc30559a69c2654cdb7f1e04200037f026d941313,3500000,"[{'GOVERNANCE_LEADERSHIP': '45'}, {'GOVERNANCE_ANALYTICS': '35'}, {'GOVERNANCE_INFRA_AND_TOOLING': '20'}]",[]
0x8661ee79c9ec060bd263f41420ff1b4a36bb3ce8,3200000,"[{'GOVERNANCE_INFRA_AND_TOOLING': '40'}, {'GOVERNANCE_ANALYTICS': '30'}, {'GOVERNANCE_LEADERSHIP': '30'}]",[]
