campaignId,rewardToken,chainId,index,creator,campaignType,campaignSubType,amount,startTimestamp,endTimestamp,mainParameter,campaignParameters,computeChainId,amm,ammAlgo,ammAlgoName,ammName,apr,aprs,aprBreakdowns,blacklistedBalance0,blacklistedBalance1,blacklistedLiquidity,forwarders,isLive,isMock,poolBalanceToken0,poolBalanceToken1,poolTotalLiquidity,symbolToken0,symbolToken1,tick,priceRewardToken,tvl,rewardTokenSymbol,amountDecimal,appLink,tokenDecimals,symbol_onchain,name_onchain
0x47e600d90e952ce61c969651ed36d88e2a7797da8078a8781dd7fe1ad022cf97,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,4,0x647BFB616937AB7BF9c46F517D1B0DA444e8F7A9,4,0,2642650556150936308,1758611823,1758626223,0x8da77fb2b55c8352c0a4913a6e45cc6ba76283a4,"{'url': 'Claim #1', 'hooks': [], 'jsonUrl': 'https://storage.googleapis.com/airdrops/189475855998988569.json', 'duration': 14400, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'symbolRewardToken': 'WXPL', 'decimalsRewardToken': 18}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,2.6426505561509366,https://app.merkl.xyz/?chain=9745#0x47e600d90e952ce61c969651ed36d88e2a7797da8078a8781dd7fe1ad022cf97,18.0,WXPL,Wrapped XPL
0x78b23c4816b8f15308daec5bf8bb8b51d29cf92f493a733c1a0626c07df68ea2,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,19,0x8f457a595174f6D2590f3FEd803035935E9a1D57,4,0,749999999999999999999925,1758775034,1758789434,0x4950dff28168fabe6a8e9b0de7ea005d4fa6c2b8,"{'url': 'msyrupUSDTp', 'hooks': [], 'jsonUrl': 'https://storage.googleapis.com/airdrops/3048790349348461483.json', 'duration': 14400, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'symbolRewardToken': 'WXPL', 'decimalsRewardToken': 18}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,750000.0,https://app.merkl.xyz/?chain=9745#0x78b23c4816b8f15308daec5bf8bb8b51d29cf92f493a733c1a0626c07df68ea2,18.0,WXPL,Wrapped XPL
0x73d0d69ce1bf2c4de4b455a634f4a45e783f3291f0fdb0079ada38f7139b18b5,0x05225a6416EDaeeC7227027E86F7A47D18A06b91,9745,6,0xA9DdD91249DFdd450E81E1c56Ab60E1A62651701,12,0,9700000000,1758715200,1758744000,0xfeE02E3904DfcF323851163E3b8847952f168b2e,"{'duration': 28800, 'blacklist': [], 'whitelist': [], 'evkAddress': '0xfeE02E3904DfcF323851163E3b8847952f168b2e', 'forwarders': [], 'symbolAsset': 'USDT0', 'targetToken': '0xfeE02E3904DfcF323851163E3b8847952f168b2e', 'addressAsset': '0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb', 'decimalsAsset': 6, 'nameTargetToken': 'EVK Vault eUSDT0-2', 'subCampaignType': 0, 'collateralAddress': '0x0000000000000000000000000000000000000000', 'symbolRewardToken': 'aglaMerkl', 'symbolTargetToken': 'eUSDT0-2', 'decimalsRewardToken': 6, 'decimalsTargetToken': 6, 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted'}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,aglaMerkl,9700.0,https://app.merkl.xyz/?chain=9745#0x73d0d69ce1bf2c4de4b455a634f4a45e783f3291f0fdb0079ada38f7139b18b5,6.0,aglaMerkl,aglaMerkl
0xffdb8bd11a099ce9ae1706c3871c810e83c1854c9680f2a39de42ff1ba7b21f1,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,17,0x8f457a595174f6D2590f3FEd803035935E9a1D57,79,0,3500000000000000000000000,1758801600,1759147200,0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000,"{'url': '', 'chains': [9745, 1], 'duration': 345600, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000', 'nameTargetToken': 'Plasma USD Vault', 'composedCampaigns': [{'campaignType': 18, 'composedType': 'MAIN', 'composedIndex': 0, 'computeChainId': 9745, 'campaignParameters': {'hooks': [], 'forwarders': [], 'targetToken': '0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}, {'campaignType': 18, 'composedType': 'MAIN', 'composedIndex': 1, 'computeChainId': 1, 'campaignParameters': {'hooks': [], 'forwarders': [], 'targetToken': '0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}], 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'PlasmaUSD', 'decimalsRewardToken': 18, 'decimalsTargetToken': 6, 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted'}, 'composedCampaignsCompute': '0+1', 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,3500000.0,https://app.merkl.xyz/?chain=9745#0xffdb8bd11a099ce9ae1706c3871c810e83c1854c9680f2a39de42ff1ba7b21f1,18.0,WXPL,Wrapped XPL
0x90c583c6bf35e2509ed4f8669d9fe659961d81df6641c921f167c2f42ee66a71,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,18,0x8f457a595174f6D2590f3FEd803035935E9a1D57,79,0,625000000000000000000000,1758801600,1759406400,0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000,"{'url': '', 'chains': [9745, 1], 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000', 'nameTargetToken': 'Plasma USD Vault', 'composedCampaigns': [{'campaignType': 18, 'composedType': 'MAIN', 'composedIndex': 0, 'computeChainId': 9745, 'campaignParameters': {'hooks': [], 'forwarders': [], 'targetToken': '0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}, {'campaignType': 18, 'composedType': 'MAIN', 'composedIndex': 1, 'computeChainId': 1, 'campaignParameters': {'hooks': [], 'forwarders': [], 'targetToken': '0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}], 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'PlasmaUSD', 'decimalsRewardToken': 18, 'decimalsTargetToken': 6, 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted'}, 'composedCampaignsCompute': '0+1', 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,625000.0,https://app.merkl.xyz/?chain=9745#0x90c583c6bf35e2509ed4f8669d9fe659961d81df6641c921f167c2f42ee66a71,18.0,WXPL,Wrapped XPL
0xda8340fbca536aa0fabaf5cbf34e66d8d2cc7dfc92f4e88557e8f9e203c57047,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,10,0x8f457a595174f6D2590f3FEd803035935E9a1D57,65,0,12500000000000000000000,1758801600,1759406400,0x0C8C77B7FF4c2aF7F6CEBbe67350A490E3DD6cB3,"{'LTV': 0.92, 'vault': '0x0C8C77B7FF4c2aF7F6CEBbe67350A490E3DD6cB3', 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'isSmartCol': True, 'isSmartDebt': False, 'borrowTokens': ['0x9895D81bB462A195b4922ED7De0e3ACD007c32CB'], 'supplyTokens': ['0x9895D81bB462A195b4922ED7De0e3ACD007c32CB', '0xA3D68b74bF0528fdD07263c60d6488749044914b'], 'symbolRewardToken': 'WXPL', 'symbolBorrowTokens': ['WETH'], 'symbolSupplyTokens': ['WETH', 'weETH'], 'decimalsRewardToken': 18, 'decimalsBorrowTokens': [18], 'decimalsSupplyTokens': [18, 18], 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,12499.999999999998,https://app.merkl.xyz/?chain=9745#0xda8340fbca536aa0fabaf5cbf34e66d8d2cc7dfc92f4e88557e8f9e203c57047,18.0,WXPL,Wrapped XPL
0x6c8905849231732cdfa3d39861b6b6b33626f1ba4af8e85da2be06d0d49391b1,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,11,0x8f457a595174f6D2590f3FEd803035935E9a1D57,65,0,40000000000000000000000,1758801600,1759406400,0x92643E964CA4b2c165a95CA919b0A819acA6D5F1,"{'LTV': 0.88, 'vault': '0x92643E964CA4b2c165a95CA919b0A819acA6D5F1', 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'isSmartCol': False, 'isSmartDebt': False, 'borrowTokens': ['0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb'], 'supplyTokens': ['0xC4374775489CB9C56003BF2C9b12495fC64F0771'], 'symbolRewardToken': 'WXPL', 'symbolBorrowTokens': ['USDT0'], 'symbolSupplyTokens': ['syrupUSDT'], 'decimalsRewardToken': 18, 'decimalsBorrowTokens': [6], 'decimalsSupplyTokens': [6], 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,40000.0,https://app.merkl.xyz/?chain=9745#0x6c8905849231732cdfa3d39861b6b6b33626f1ba4af8e85da2be06d0d49391b1,18.0,WXPL,Wrapped XPL
0x084b04cf19bb49c4c8be8a861cb5572d67523e6cee0187746bde8b201c1029b6,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,12,0x8f457a595174f6D2590f3FEd803035935E9a1D57,65,0,20000000000000000000000,1758801600,1759406400,0xb4F3bf2d96139563777C0231899cE06EE95Cc946,"{'LTV': 0.88, 'vault': '0xb4F3bf2d96139563777C0231899cE06EE95Cc946', 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'isSmartCol': True, 'isSmartDebt': False, 'borrowTokens': ['0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb'], 'supplyTokens': ['0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb', '0xC4374775489CB9C56003BF2C9b12495fC64F0771'], 'symbolRewardToken': 'WXPL', 'symbolBorrowTokens': ['USDT0'], 'symbolSupplyTokens': ['USDT0', 'syrupUSDT'], 'decimalsRewardToken': 18, 'decimalsBorrowTokens': [6], 'decimalsSupplyTokens': [6, 6], 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,20000.0,https://app.merkl.xyz/?chain=9745#0x084b04cf19bb49c4c8be8a861cb5572d67523e6cee0187746bde8b201c1029b6,18.0,WXPL,Wrapped XPL
0x93e18b2b7a2557661e1d44de3588a83c5fda7cca2db1ce1f1551747d731c1d4c,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,13,0x8f457a595174f6D2590f3FEd803035935E9a1D57,65,0,93750000000000000000000,1758801600,1759406400,0x1982CC7b1570C2503282d0A0B41F69b3B28fdcc3,"{'LTV': 0.87, 'vault': '0x1982CC7b1570C2503282d0A0B41F69b3B28fdcc3', 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'isSmartCol': True, 'isSmartDebt': False, 'borrowTokens': ['0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb'], 'supplyTokens': ['0x0A1a1A107E45b7Ced86833863f482BC5f4ed82EF', '0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb'], 'symbolRewardToken': 'WXPL', 'symbolBorrowTokens': ['USDT0'], 'symbolSupplyTokens': ['USDai', 'USDT0'], 'decimalsRewardToken': 18, 'decimalsBorrowTokens': [6], 'decimalsSupplyTokens': [18, 6], 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,93750.0,https://app.merkl.xyz/?chain=9745#0x93e18b2b7a2557661e1d44de3588a83c5fda7cca2db1ce1f1551747d731c1d4c,18.0,WXPL,Wrapped XPL
0x957463196e7d3820fc58dc7b2aced50e2a6ad6e14d6c21bfdd16133a3ae9302b,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,24,0xdef1FA4CEfe67365ba046a7C630D6B885298E210,43,0,416008750000000000000000,1758801600,1759406400,0xe97e5a845f62fc25ed124438015477e4ce67de2e,"{'url': '', 'hooks': [], 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'composedCampaigns': [{'index': 24, 'amount': '416008750000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0x7729e3b810dad817d1046d2fc67fc88bb794c6c8', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 61, 'composedType': 'MAIN', 'endTimestamp': 1759406400, 'composedIndex': 1, 'mainParameter': '0xCBBC427b5658672768E11BFDa00879839DB4785F', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0xCBBC427b5658672768E11BFDa00879839DB4785F', 'underlyingToken': '0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'variableDebtPlaUSDT0', 'decimalsRewardToken': 18, 'decimalsTargetToken': 6, 'symbolUnderlyingToken': 'USDT0', 'computeScoreParameters': {'computeMethod': 'genericScore', 'computeSettings': {}}, 'decimalsUnderlyingToken': 6, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}, {'index': 24, 'amount': '416008750000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0x0c2186609f07d87158a2d561123d7e41fe0ad032', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 60, 'composedType': 'DEFAULT', 'endTimestamp': 1759406400, 'composedIndex': 2, 'mainParameter': '0x5D72a9d9A9510Cd8cBdBA12aC62593A58930a948', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0x5D72a9d9A9510Cd8cBdBA12aC62593A58930a948', 'underlyingToken': '0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'aPlaUSDT0', 'decimalsRewardToken': 18, 'decimalsTargetToken': 6, 'symbolUnderlyingToken': 'USDT0', 'computeScoreParameters': {'computeMethod': 'genericScore', 'computeSettings': {}}, 'decimalsUnderlyingToken': 6, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}], 'symbolRewardToken': 'WXPL', 'decimalsRewardToken': 18, 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'composedCampaignsCompute': '1-2', 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,416008.75,https://app.merkl.xyz/?chain=9745#0x957463196e7d3820fc58dc7b2aced50e2a6ad6e14d6c21bfdd16133a3ae9302b,18.0,WXPL,Wrapped XPL
0x01602c7bcecc0b09a8479005fbd76e08049b7c36e1a3d9242db50e879eb760a1,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,25,0xdef1FA4CEfe67365ba046a7C630D6B885298E210,43,0,265537500000000000000000,1758801600,1759406400,0xd0d8cfae6ec2d4df98cb91c5426f4113637cd101,"{'url': '', 'hooks': [], 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'composedCampaigns': [{'index': 25, 'amount': '265537500000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0x2479d3fd17b98be6fa8f09b6b88d5721e88cf48d', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 60, 'composedType': 'MAIN', 'endTimestamp': 1759406400, 'composedIndex': 1, 'mainParameter': '0xf1aB7f60128924d69f6d7dE25A20eF70bBd43d07', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0xf1aB7f60128924d69f6d7dE25A20eF70bBd43d07', 'underlyingToken': '0x9895D81bB462A195b4922ED7De0e3ACD007c32CB', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'aPlaWETH', 'decimalsRewardToken': 18, 'decimalsTargetToken': 18, 'symbolUnderlyingToken': 'WETH', 'computeScoreParameters': {'computeMethod': 'genericScore', 'computeSettings': {}}, 'decimalsUnderlyingToken': 18, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}, {'index': 25, 'amount': '265537500000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0xdf6e409ecb6526cda8d3ec3a92721d10e74f2237', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 61, 'composedType': 'DEFAULT', 'endTimestamp': 1759406400, 'composedIndex': 2, 'mainParameter': '0x638d7db63cd5c902bDd9A91cf195870551c3c7B3', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0x638d7db63cd5c902bDd9A91cf195870551c3c7B3', 'underlyingToken': '0x9895D81bB462A195b4922ED7De0e3ACD007c32CB', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'variableDebtPlaWETH', 'decimalsRewardToken': 18, 'decimalsTargetToken': 18, 'symbolUnderlyingToken': 'WETH', 'computeScoreParameters': {'computeMethod': 'genericScore', 'computeSettings': {}}, 'decimalsUnderlyingToken': 18, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}], 'symbolRewardToken': 'WXPL', 'decimalsRewardToken': 18, 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'composedCampaignsCompute': '1-2', 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,265537.5,https://app.merkl.xyz/?chain=9745#0x01602c7bcecc0b09a8479005fbd76e08049b7c36e1a3d9242db50e879eb760a1,18.0,WXPL,Wrapped XPL
0x39f02667981161ad736753ddb931495b13fca70663cd400b765f6a930098bf46,0x6100E367285b01F48D07953803A2d8dCA5D19873,9745,23,0xdef1FA4CEfe67365ba046a7C630D6B885298E210,43,0,3744078750000000000000000,1758801600,1759406400,0xa969ee9f11887c59bef1d23f6515dc9fe2a24a8c,"{'url': '', 'hooks': [], 'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'composedCampaigns': [{'index': 23, 'amount': '3744078750000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0x94a805f8e60f39e4549788b5e74b0526872231a8', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 60, 'composedType': 'DEFAULT', 'endTimestamp': 1759406400, 'composedIndex': 1, 'mainParameter': '0x5D72a9d9A9510Cd8cBdBA12aC62593A58930a948', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0x5D72a9d9A9510Cd8cBdBA12aC62593A58930a948', 'underlyingToken': '0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'aPlaUSDT0', 'decimalsRewardToken': 18, 'decimalsTargetToken': 6, 'symbolUnderlyingToken': 'USDT0', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'decimalsUnderlyingToken': 6, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000000000000000'}, {'index': 23, 'amount': '3744078750000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0x00e4682540e2c2fdab4a8e38b67958cd9d8f27a9', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 61, 'composedType': 'DEFAULT', 'endTimestamp': 1759406400, 'composedIndex': 2, 'mainParameter': '0xCBBC427b5658672768E11BFDa00879839DB4785F', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0xCBBC427b5658672768E11BFDa00879839DB4785F', 'underlyingToken': '0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'variableDebtPlaUSDT0', 'decimalsRewardToken': 18, 'decimalsTargetToken': 6, 'symbolUnderlyingToken': 'USDT0', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'decimalsUnderlyingToken': 6, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000000000000000'}, {'index': 23, 'amount': '3744078750000000000000000', 'chainId': 9745, 'creator': '0xdef1FA4CEfe67365ba046a7C630D6B885298E210', 'campaignId': '0x00e4682540e2c2fdab4a8e38b67958cd9d8f27a8', 'rewardToken': '0x6100E367285b01F48D07953803A2d8dCA5D19873', 'campaignType': 61, 'composedType': 'MAIN', 'endTimestamp': 1759406400, 'composedIndex': 3, 'mainParameter': '0xCBBC427b5658672768E11BFDa00879839DB4785F', 'computeChainId': 9745, 'startTimestamp': 1758801600, 'campaignSubType': 0, 'campaignParameters': {'duration': 604800, 'blacklist': [], 'whitelist': [], 'forwarders': [], 'targetToken': '0xEa650893085DAd858150915291645F57164A4257', 'underlyingToken': '0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34', 'symbolRewardToken': 'WXPL', 'symbolTargetToken': 'variableDebtPlaUSDe', 'decimalsRewardToken': 18, 'decimalsTargetToken': 18, 'symbolUnderlyingToken': 'USDe', 'computeScoreParameters': {'computeMethod': 'genericScore'}, 'decimalsUnderlyingToken': 18, 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}, 'composedMultiplier': '1000000000'}], 'symbolRewardToken': 'WXPL', 'decimalsRewardToken': 18, 'computeScoreParameters': {'computeMethod': 'genericTimeWeighted', 'computeSettings': {}}, 'composedCampaignsCompute': '1 - 2 - 3', 'distributionMethodParameters': {'distributionMethod': 'DUTCH_AUCTION', 'distributionSettings': {}}}",9745,,,,,,,,,,,,,,,,,,,,,,WXPL,3744078.75,https://app.merkl.xyz/?chain=9745#0x39f02667981161ad736753ddb931495b13fca70663cd400b765f6a930098bf46,18.0,WXPL,Wrapped XPL
